source,distribution,n,rep,method,calibration,solvency_c,rejected
betting,"Beta(2,2)",10,16,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,16,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,16,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,16,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,16,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,16,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,16,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,16,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,16,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,16,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,17,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,17,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,17,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,17,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,17,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,17,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,17,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,17,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,17,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,17,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,18,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,18,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,18,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,18,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,18,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,18,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,18,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,18,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,18,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,18,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,19,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,19,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,19,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,19,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,19,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,19,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,19,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,19,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,19,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,19,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,20,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,20,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,20,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,20,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,20,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,20,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,20,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,20,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,20,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,20,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,21,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,21,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,21,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,21,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,21,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,21,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,21,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,21,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,21,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,21,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,22,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,22,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,22,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,22,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,22,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,22,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,22,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,22,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,22,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,22,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,23,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,23,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,23,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,23,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,23,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,23,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,23,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,23,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,23,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,23,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,24,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,24,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,24,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,24,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,24,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,24,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,24,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,24,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,24,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,24,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,25,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,25,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,25,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,25,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,25,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,25,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,25,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,25,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,25,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,25,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,26,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,26,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,26,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,26,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,26,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,26,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,26,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,26,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,26,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,26,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,27,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,27,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,27,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,27,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,27,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,27,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,27,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,27,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,27,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,27,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,28,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,28,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,28,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,28,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,28,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,28,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,28,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,28,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,28,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,28,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,29,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,29,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,29,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,29,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,29,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,29,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,29,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,29,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,29,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,29,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,30,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,30,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,30,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,30,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,30,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,30,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,30,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,30,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,30,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,30,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,31,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,31,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,31,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,31,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,31,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,31,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,31,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,31,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,31,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,31,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,32,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,32,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,32,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,32,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,32,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,32,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,32,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,32,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,32,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,32,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,33,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,33,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,33,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,33,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,33,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,33,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,33,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,33,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,33,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,33,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,34,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,34,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,34,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,34,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,34,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,34,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,34,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,34,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,34,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,34,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,35,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,35,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,35,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,35,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,35,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,35,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,35,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,35,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,35,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,35,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,36,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,36,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,36,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,36,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,36,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,36,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,36,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,36,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,36,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,36,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,37,Product betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,37,Product betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,37,STaR betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,37,Efficient betting,Deterministic,0.5,False
betting,"Beta(2,2)",10,37,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,37,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(2,2)",10,37,STaR betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,37,Efficient betting,Deterministic,1.0,False
betting,"Beta(2,2)",10,37,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(2,2)",10,37,Efficient betting,Uniformly randomized,1.0,False
